applicant_info_id,applicant_info_full_name,applicant_info_first_name,applicant_info_last_name,applicant_info_email,applicant_info_ssn,applicant_info_ip_address,applicant_info_gender,applicant_info_dob,applicant_info_zip_code,financials_annual_income,financials_credit_history_months,financials_debt_to_income,financials_savings_balance,spending_behavior_adult_entertainment,spending_behavior_alcohol,spending_behavior_dining,spending_behavior_education,spending_behavior_entertainment,spending_behavior_fitness,spending_behavior_gambling,spending_behavior_groceries,spending_behavior_healthcare,spending_behavior_insurance,spending_behavior_rent,spending_behavior_shopping,spending_behavior_transportation,spending_behavior_travel,spending_behavior_utilities,decision_loan_approved,decision_rejection_reason,decision_interest_rate,decision_approved_amount,decision_loan_purpose,decision_notes,processing_timestamp,applicant_info.ssn_hashed,applicant_info.email_hashed,applicant_info.full_name_hashed,applicant_info.ip_address_hashed,applicant_info.zip_code_hashed,financials_annual_income_flagged,financials_savings_balance_flagged,processing_timestamp_flagged
app_309,Patricia Carter,Patricia,Carter,patricia.carter75@gmail.com,392-82-4407,192.168.231.120,Female,1970-10-01,90250,63000.0,99,0.37,21769,0,0,0,0,0,0,0,0,0,0,626,0,688,0,0,True,N/A - Approved,5.1,72000.0,Not Specified,,,2e8b22b9ffca56185e12a73262ad889126b9c1c5a7f934b7690d54c6794ae027,9a52542a34bb9f2f44c1892c93724145c0bb1f0aa753b11023b2f85fb4991fb0,1d6288105c041c2b25170d0a74f540b9b74857440b6d157513dac92924fbe8d2,e16f8f1b8e3239a1bbcc26333ef35b9a10a2eb15e45d86f339f72d01d7a48189,46c98c6571075ba8885be0ad47ec6420d60f504acc0168faf2c5a05c3bb36f46,False,False,False
app_320,Jason Brown,Jason,Brown,jason.brown65@icloud.com,222-48-1592,192.168.52.13,Male,,90286,168000.0,58,0.35,13088,0,0,0,0,0,0,0,0,0,0,0,0,0,403,706,True,N/A - Approved,5.9,71000.0,Not Specified,,,9c7ffc3f81d3be395a0e9488312093a6f55fcadb8a3718fd68e2a9068eea52d9,82e7c2a1b170e238f32fb7fcd16c318b45bae1b048e81f11e92883b5e6c3c2e6,99f0983eff7eaedc7c2a8033537c4cb3f89c3729ce1024e1d7ac097ca2aaa01b,2a716e96a3998ac76093eff6d62acf6b9b3433cca8ed668ae01520bf534b6dcf,3de99cb5903f1c5f2402824ff1f45973bbd0c026a22091cb9c88fb419ae30f02,False,False,False
app_007,Emma Clark,Emma,Clark,emma.clark14@protonmail.com,191-40-8079,192.168.11.34,Female,1989-06-13,90284,92000.0,77,0.08,21353,0,0,0,0,0,0,0,0,416,0,0,0,290,0,0,True,N/A - Approved,5.2,27000.0,Not Specified,,,cacea3d615086f505ad19d653798c1004c0bb174f69637f28ce01b331a4dedbb,9e7b9743ff66a724e71a699ca0f811137bc6b79e1d90f4ca7967712c1af23070,23e5bee19af76353a82f55aa4cbe81f4a0e15d8fad5e3c90c288cb463e33967c,129bf85fb1d163ef71dee1f18603deac47f85218201c45f40f1e10a233504fed,cc52a90d8c4c00dbdba026a4e1f341e533d5d81e148e8f5cb3b35105f63b2d2a,False,False,False
app_439,Benjamin Jackson,Benjamin,Jackson,benjamin.jackson34@gmail.com,807-60-7784,192.168.98.253,Male,1976-04-19,10019,87000.0,72,0.12,50675,0,0,838,0,0,97,0,0,0,0,0,685,0,0,0,True,N/A - Approved,4.2,61000.0,Not Specified,,,f41889cde19a9eb1dba1f0ceb7273db461ff17ecb5eecb6b3430eff5cc321f34,a8aab748eaa83ef3103244ef49ceb0c23d502f305119c9e29ce743465a4f06c2,78873bc5db5f22c14c25d9aaf0eb6e3dc8327fbb8d0a437d2f769c18f648f1fb,77218127d5fdeb327f18128cff53f5c7c813b89ae1495a0ac9e94981d06b256a,f964754bdf39dc8f08509fa914c4dc21785cff961d3fdad18da2378ce5ecbaa4,False,False,False
app_307,Joseph Lee,Joseph,Lee,joseph.lee69@aol.com,178-35-6543,10.189.246.72,Male,1990-07-26,10097,53000.0,83,0.1,17420,0,0,0,0,0,0,0,0,0,0,0,482,0,0,0,True,N/A - Approved,6.1,57000.0,Not Specified,,,743f99790a4993576cd3216def74e0cd4205e49aa2c905ad1e6c8044738eb967,62741eacfcf2d2804331a5cf60250c916c69839920ad1bf231fc173d9ab4ddfa,992f04e143a4d68b30298438969bdcaea685f82bb9bca796e9642a2dd0844eee,accf6250894a4bea1af46376e1f8e9cf069ac090ba80a20835094c2553c9210c,66ca74563a71c82e3c0adda495bb790a882592363f416d52044e33471c4957b2,False,False,False
app_064,Paul Martin,Paul,Martin,paul.martin91@yahoo.com,500-65-1608,192.168.73.18,Male,1992-06-22,10009,81000.0,64,0.37,40674,0,0,0,0,0,409,0,0,0,0,0,433,0,0,0,False,algorithm_risk_score,,,Not Specified,,,e658426b2ceb07d76f2064cc2b83547fb4b9fa9ca6476cc09834cd9935e604ab,07cd1ad838d1994423ae1601a3d2e5235bfc30ff5b3c6d821f53afe9dc19c68e,27b3b976de2dfa8c093918ecafd3cb2ad09d4200f774542055e2cc1ebbfdfb63,244e135a64ee21be41bdc0f026d8a9de65d1b0266079acdffd3eb4b2017422c4,10e9c906940c14e94246bb2c1d0bcede3a5c91c93eeb1dbe6b47ab5d21822d8b,False,False,False
app_101,Sandra Smith,Sandra,Smith,sandra.smith99@icloud.com,937-72-8731,172.30.237.98,Female,1997-03-23,90255,55000.0,0,0.3,15364,0,0,0,0,464,0,0,527,0,0,0,0,0,0,0,False,algorithm_risk_score,,,Not Specified,,,9d9859c3980f00019b48c75f7462bf147ee45eac153190a3586a48021977de74,d131b27ef3557744690a084085dd44c76d2df38ac72252377728309ac1d3210d,3c9e6ba5a4e1b5ec4363c823ea1058ee19f74ee9d93eddb3bac5d3d560415ea8,b8320fef6fd1137a6ae86db8f7bea77e5318901a2fa16665f6aa6759cbcee44d,72b2e866d045c15f5617a1417dcde18b45bbfe15194f2d832e0b1187067a7bdf,False,False,False
app_133,Frank Harris,Frank,Harris,frank.harris11@outlook.com,507-24-3732,172.25.65.254,Male,1989-10-07,10022,70000.0,72,0.16,33883,0,0,407,0,0,0,0,0,0,319,0,0,0,0,0,False,algorithm_risk_score,,,Not Specified,,,f2365750ba6a3c70d90f9e843794624146b2f996581c15d250f663213c3788cb,b4cd9678c67cf6871312b5f75e901b2358a57c6f6132967bc6ea88afd36d982f,9734413dbb33457c1e383a5e25a3af14d0278a4cd35a95ee2b8529be917e9e17,5e9a80bc02bdab1743d0230c7c52b4d5d846209979b538f6a0619d51dcc9a730,843615870134e90fa31e6f57ef405e6dac190499d7fe50bafb2472df66e13a21,False,False,False
app_214,Christine Miller,Christine,Miller,christine.miller65@mail.com,929-57-7649,172.17.208.126,Female,1962-08-26,90277,116000.0,84,0.31,41962,0,0,0,0,0,0,0,0,0,0,0,0,0,0,786,True,N/A - Approved,4.1,57000.0,debt_consolidation,,,ba846dd2a3a728230300f95d4a0398d81f520d6da0a18353e3a4b5a8b0c75d31,fa8160baf577600882b80d1235bb9495f4a48fdf6b3d3f177228ad694c23995d,e6d10b12d42bb914d290ee8dff2f94dc09b7e72e78e150221cfb9f7bc663722b,a986a293169edfb7ecc06c9306eba75d7286554a439cd63b69cbb2ded9b0ddc6,c843ec6103925976f832a70724193d20ab7b6890a8677ebee435aeb716dda16d,False,False,False
app_078,Rebecca Wilson,Rebecca,Wilson,rebecca.wilson4@gmail.com,854-84-6365,172.30.31.154,Female,1997-02-25,90299,47000.0,19,0.26,14054,0,0,0,0,0,0,0,0,0,0,0,0,294,0,0,False,insufficient_credit_history,,,Not Specified,,,70fbd12b17932bc28aeb83de3b87b923c50b4f22994191cf61df8c267ed26539,1ffe9849cc670b7071c42e41e3c3277b6b92b57912ad9f23b36341b915be41f8,de4ce57af43f183fe3ebb8c98372ccd15f5df8c63693698c3b4afd009edfd9f9,71a5ed75cbbfb204c699dc21e163846105f1ee95b557ef04bbaeff6a040e2650,89d43b20c08f055a9f06c3ebaeb4e74c50ca2169b8df475c9509dffe3f262c26,False,False,False
app_317,Stephen Mitchell,Stephen,Mitchell,stephen.mitchell26@yahoo.com,805-56-9241,172.16.60.139,Male,1981-10-27,10057,45000.0,105,0.22,19039,0,0,0,0,0,0,0,0,0,0,0,771,0,0,0,True,N/A - Approved,4.9,80000.0,Not Specified,,,569f54ed29f153aca892d570d96586e813b4d4e156fbd1a9e15130592cf3dfd7,8204ce1aa846143f399436bb4884e7fc7a03cc7cfb86115cfe3f65a930b728a9,7e8c765e970a194130757185fd68ff15b65f8693320de911ce5a6865414c2ece,9e4c492fbf82fe4d24bb93417843a586380f94edad275acc2f65f706f2ff88f0,07e41732c86366292f928abd62739d5bb467b7937b4275b80ee3da8465a410ab,False,False,False
app_173,Sarah Hall,Sarah,Hall,sarah.hall95@hotmail.com,131-14-4051,10.168.245.226,Female,,90277,115000.0,60,0.05,62581,0,0,0,734,0,0,0,0,0,0,0,0,0,0,803,False,algorithm_risk_score,,,Not Specified,,2024-01-15 00:00:00,f021cb65277098b752b14e98208ad9a4b7b415afae8470305fde61b265ec1c0a,0d74a1f68dbccca38a657bc1113549aa0c8cb2278d95b1d371a32c97db5f96c6,7dba1ada8e9f53141235cc1073fb62acc46d9db2b2e43672d4c97d8e9e349eb1,4de8465e3259dd44fe0d81f875473e97d8360c48bd4b2a940e9704ca10768924,c843ec6103925976f832a70724193d20ab7b6890a8677ebee435aeb716dda16d,False,False,False
app_352,Deborah Miller,Deborah,Miller,deborah.miller59@aol.com,514-30-3461,10.149.249.118,Female,1961-11-04,90209,104000.0,110,0.32,25826,0,0,0,0,0,0,0,0,514,0,0,0,227,0,0,True,N/A - Approved,4.4,58000.0,Not Specified,,,29a8d712f5a39f39c483eb7a4b87cb3a6171029f973f6ca4b22ca08e4ed921e7,3a2e26b9be75c9513b43f112d1df71a0f44b25e7b1af8a9e4d0aa30801f52b75,5fe8c710bc5f7d3148d59a636ec117eaea971442ae742adf592e03e63f09186f,d4ec9d03bd5fe8694a6fd5302a6fda321eb721582da2c39c77e72c8f84ee5922,3c78bad15ab22d72621d66e8b5ac5ab83980b859b5f5ea6f4ae129ed869a3df7,False,False,False
app_289,Alexander Thompson,Alexander,Thompson,alexander.thompson21@mail.com,161-62-3645,10.115.225.196,Male,,10080,77000.0,93,0.42,33650,0,0,0,0,0,0,0,0,0,0,0,361,0,0,0,True,N/A - Approved,4.1,29000.0,Not Specified,,,19c2e1cce3750982ef264961b837d09bb0da238d5a68dbc9a61e783d074767d5,d457f97e9c15f6628c76eaeb51ff55601b83e59a461c14bc4b63f4f92d104e5d,ca84d8c1f559b94967ea939120e664e986d6ea82587675bc65aa0d9d04f7a33a,5c9a32f220cc1a32a22ba7e076f2d3fcb9916235744cdc9b873bfdb111ec8867,5d67576ee6183f80b3418a1cd5f3396821e3d5a026726f4a500557cea25edc0b,False,False,False
app_458,Frank Rivera,Frank,Rivera,frank.rivera78@gmail.com,493-26-1934,192.168.143.14,Male,1978-02-16,10006,90000.0,45,0.37,28672,0,247,0,0,0,0,0,424,0,0,0,0,0,0,0,True,N/A - Approved,4.3,45000.0,Not Specified,,,2f078a8f827a3014c60aaed3f2e921ef51ea1169dd1af8624817a7aabb97d20c,b7c5280c709999705bc893d9d30d9da6f7ddabe31230b1b1e61812132a17a67f,f4c3e0df0fe1a68cf80029814c55d758f270ddfae15c2bbb34bd764ad6c24129,3214688e55a6c6d12ddbf21bd873954fdeb972f7187f543786bd6d33b3ca11c5,66eee3e53832ecf7bfa0c14d2024203ecc7648ab6d8edd4990de4588eaa35962,False,False,False
app_080,James Torres,James,Torres,james.torres4@yahoo.com,951-51-4647,10.222.104.77,Male,1989-08-01,10075,111000.0,58,0.39,18138,0,0,314,0,0,0,0,0,0,0,0,0,0,0,821,True,N/A - Approved,3.1,37000.0,Not Specified,,,ff2d57d5f27064a25dee9ff69272fed316fdcf50c22337f13d7aa419958269c0,9dc51bd5d3fdc7d3b2f33432a664c70cfd8ff8889fb5d094578ae039371a5ccc,a6cf84451847fa444ed51f3b852c1da045371634a51ae6fb4b28d9d0434953d7,b06041353cc491bd5756275b032ad78f8526885ed840138df452479c9711f038,8b61af377e702693b0132c567abff9f4ed3561a9bef653f8f008b754e54cf1ae,False,False,False
app_075,Margaret Williams,Margaret,Williams,,,,,,,61000.0,29,0.15,25894,0,0,0,0,882,0,0,0,0,0,0,121,59,0,0,True,N/A - Approved,5.1,22000.0,Not Specified,,,,,904ee96f85b9fcfb3a9dff1b17212407a89ba97c05e89a996667cdecb3a95d0e,,,False,False,False
app_212,Amy Flores,Amy,Flores,amy.flores63@outlook.com,654-72-8456,172.17.7.50,Female,1997-12-09,90231,50000.0,25,0.2,20787,0,0,0,0,0,0,0,0,0,0,81,0,0,0,0,False,algorithm_risk_score,,,personal,,,fcc9ebf954fb0c4fe5745bad351fc76d42d2efc3bdcb5a8f1e01326f98242f8d,31283116dd281d6bf5560f75e77fca12e6368746a12c6cfe8c564eb5461dc148,601fb29decca5ad5691239bc0ab1f2c23e6d6a7407d95e32a13087a6a1b43fed,b57d90a87f5020556dfbcb98187b84808c045b11aa8da84910abd0fa3c53c9c8,3698e4ee2e3783bad3842e2c530b97ac8f1a5a4d036ccb5119a3526049ccab3c,False,False,False
app_369,Patricia Nelson,Patricia,Nelson,patricia.nelson33@protonmail.com,557-16-4712,172.24.111.38,Female,1985-01-03,90259,102000.0,35,0.17,33980,0,0,233,700,0,0,0,0,0,0,0,0,0,0,0,False,algorithm_risk_score,,,Not Specified,,,74071d582ee47680278d442de1a4e1e2572eb5c04239356fd4631ce310a1c4af,57e2317d7039ae7d1fde3f6c12b820c3013e8d48865dbd253611e4111c6c478d,cea7940f6006a4cd21da09866d4adc95e33fc4a9d1729be55d21a91f542c560b,cc024b1349c77ca9203f5f0296419f0d32236ec7fdfb7a94ef05a59c90709f01,ba9da06dac5aee0e978d6a5bcb8b0acad36246b302bd02bbbd9220c11054fe36,False,False,False
app_452,Nancy Young,Nancy,Young,nancy.young58@protonmail.com,645-69-5977,192.168.219.132,Female,1994-03-25,90221,66000.0,67,0.07,24654,0,0,0,0,0,0,0,626,0,0,377,0,0,0,105,False,algorithm_risk_score,,,Not Specified,,,aafad1f92cb52accfabefa49e86accbaedb7ac242346a280aaeaf51e37956d0f,6a006bc4c5122b1a6d1c108ee6644e60146c420ec2897ad9459d988c043714a2,6ec90b3d0b5f73cb1755ca20d7ba523b5e4fb209c0379fef352024e8c68d6f21,96c34129ccfcd66d5a9a4bdd669db8a0ffd639b6179c510af378834c7d661586,339d122cc7b7c7f32c7f451e8db3e5d61f660f43e8342ebeaf86efe8ec98b2fd,False,False,False
app_127,Brandon Taylor,Brandon,Taylor,brandon.taylor17@yahoo.com,708-16-1511,172.22.250.112,Male,1968-12-30,90261,73000.0,78,0.15,28164,0,0,739,0,581,0,0,0,0,0,0,0,0,0,379,True,N/A - Approved,5.9,53000.0,Not Specified,,,48e391b4b1b3ce79a45d6b8d5f855b5234374a8bb7c999525a53802e28cfde63,88f2868b7ac9752faa2a0ce6b3b7a109c5f988793cbe96d1682b91a51a3f38a5,14de20f87eda7427cbd2d65e35273de8c741767084a1defb324f16c001da4e0e,4e98ae06a97866888def0189ff175ab16a873870650f218071a52d1a552333f2,935fb505401804f99e9fa76e311de7edfab2218c421c3fddbd4420605fed9c1c,False,False,False
app_167,Emma Williams,Emma,Williams,emma.williams6@icloud.com,406-96-8493,172.31.200.173,Female,1983-05-10,90214,105000.0,32,0.17,55374,0,0,0,0,0,0,0,0,0,0,465,0,0,0,641,False,algorithm_risk_score,,,Not Specified,,2024-01-15 00:00:00,52618b0bb2e2304f60535aa5901f33bc4b368f777492f390fd801e7b7193ad2e,954165950e0d68decdb5f2b76c4553dc3073cbf042d7bfdbd88867b7fac20ea7,5884d63dd27382bb130146e0d72592a48c916965f33251a0359d878e870ec8cc,5ca42feb27a0b524516c516abf0a69d995b42aa1056cf2adf79e99b9a6ae5947,93a6d6df6a76b12ee6b59b9517769d3a8b4f5d82394966f5b6d76db52f192fc1,False,False,False
app_274,Samantha Williams,Samantha,Williams,samantha.williams57@icloud.com,437-17-2802,10.182.73.70,Female,1986-11-20,90235,89000.0,51,0.39,27953,0,0,0,0,0,0,0,0,0,277,0,0,0,0,452,True,N/A - Approved,5.6,65000.0,Not Specified,,,fb95edc56a920660c69726fb87043cc36ba0b34a622bf7aa06b670146947bedd,dd0f7841a62191521ecdc2a60c631aa90f634bfa42c8bb30c9bf8b24b0f855c0,f959f6286aca1428043d76e89e80503f97cbff92bb921f1184a87233d3cb95c8,c44192a785f604a917936e3f8c087487550fe3b6fefc3339f33c05fdd1e1b37e,3793e6f115344506b6c1cab9b2abee4005bb5053c2b0e3258d15e541b8881ca7,False,False,False
app_422,Kathleen Flores,Kathleen,Flores,kathleen.flores42@yahoo.com,455-19-2179,192.168.210.173,Female,1981-08-17,90284,108000.0,80,0.37,30248,0,0,0,0,0,0,0,0,0,0,322,0,0,0,0,False,algorithm_risk_score,,,Not Specified,,,98c309940a4745bc83c2d618b95856d0bbb58944cc1b990ff3045c8cf997ea79,d5005238dc3c0a71f6b25aa72f3ba9b19b14ecb05da7c8968404683329b515c6,bd5e49723679818cad9c8eabc3306150c8031ce7d4c701b476a7904e0ece3927,1466824f52614d4f961c871fb490dac36dba4c9260497268619379b710bdc66c,cc52a90d8c4c00dbdba026a4e1f341e533d5d81e148e8f5cb3b35105f63b2d2a,False,False,False
app_280,Benjamin Thomas,Benjamin,Thomas,benjamin.thomas34@icloud.com,235-66-1824,172.17.156.231,Male,1987-02-06,10046,57000.0,13,0.24,14728,0,0,0,0,0,0,0,0,0,0,0,0,0,0,275,False,insufficient_credit_history,,,Not Specified,,,103dd8e570e9c00baf59ac958ddf71b5a7a8700739065c873922840b9e7b3b4c,9fec9100e05f7d5afd1ba46492a5674efbcca4a6b9c8dcf1c871f338a8f98e19,a8cc80abbf79c968dc16169c5a520a6f56d4f43f381bc6dc3531d7da0156ee52,400c58a002921b07064b5a7ec0d1657f3e8b3c52ca6557e2017b66f43a41f41d,4d9402d5071220dfe800e8f724b9ed89269391d8dc88ad2fe0e1f2fdedb5b74f,False,False,False
app_276,Sarah Harris,Sarah,Harris,sarah.harris19@icloud.com,965-43-3270,192.168.198.87,Female,1995-05-07,90260,30000.0,0,0.13,3388,0,0,0,0,0,0,0,248,592,0,0,0,0,0,0,False,algorithm_risk_score,,,Not Specified,,,6f820a3391ea713c008b2069e824c042eb48fe804cea2c7dfcd366f698e7a031,fe455e5f49f94f45b148b425453015a22c10273ef89fef63a4a94853782d333e,c4d8400f5a10f052e16acc30801180b90e4d16985ade5c2640df8a3e7356a231,b3c732fd8c973f48c07bcafb5bd60ef950d9ad1d4ba5b79d12966ee8a142c5ce,68dd671fde8933fad0827bc025040bc642214eb3394fa639c5262b4353083ccd,False,False,False
app_386,Angela Carter,Angela,Carter,angela.carter72@gmail.com,961-42-2857,172.21.133.119,Female,,90283,84000.0,96,0.35,41312,0,0,0,0,0,0,0,0,0,0,350,0,0,0,0,True,N/A - Approved,4.7,66000.0,Not Specified,,,60b05d0ed95c70102912ee77e08c5b23f35d22918d9043e49cb0be3c791ffe68,6f2b8fdbb0e22abdeb7e26d881fabd0b9535edbee6084e2be0ae38f622a2c023,eacc840373862389d0f92145d8090b864fd4ac804aaa1325091a4a7232fee9e4,4df5fc58d149ac1fa8ff3db002221a0a8197497ea0e8582db09c3f14350edbc5,7130a774638ef304ab5bd8bb0e3ba20db040e01bcf119afd14c0ca5bff86e45b,False,False,False
